"mean_k","filing_year","Ctry_code"
54.2746103811749,2008.57190635452,"China"
39.658900749554,2008.67558528428,"Japan"
29.6143483057985,2008.67558528428,"Germany"
23.9896524942237,2008.67558528428,"Switzerland"
47.0317372341143,2008.67558528428,"United States"
54.4665374526296,2008.67558528428,"China"
39.7137280247493,2008.77926421405,"Japan"
29.6061004417584,2008.77926421405,"Germany"
24.0028536412969,2008.77926421405,"Switzerland"
47.1086390738105,2008.77926421405,"United States"
54.6584645240844,2008.77926421405,"China"
39.7685552999445,2008.88294314381,"Japan"
29.5978525777183,2008.88294314381,"Germany"
24.0160547883701,2008.88294314381,"Switzerland"
47.1855409135068,2008.88294314381,"United States"
54.8503915955391,2008.88294314381,"China"
39.8233825751398,2008.98662207358,"Japan"
29.5896047136782,2008.98662207358,"Germany"
24.0292559354433,2008.98662207358,"Switzerland"
47.262442753203,2008.98662207358,"United States"
55.0423186669939,2008.98662207358,"China"
39.8589254513342,2009.09030100334,"Japan"
29.5865643360079,2009.09030100334,"Germany"
24.0509702212855,2009.09030100334,"Switzerland"
47.3117049436134,2009.09030100334,"United States"
55.1061775964534,2009.09030100334,"China"
39.8916113795285,2009.19397993311,"Japan"
29.5842954377999,2009.19397993311,"Germany"
24.0739457128712,2009.19397993311,"Switzerland"
47.3568723711666,2009.19397993311,"United States"
55.1510634678396,2009.19397993311,"China"
39.9242973077228,2009.29765886288,"Japan"
29.5820265395918,2009.29765886288,"Germany"
24.0969212044569,2009.29765886288,"Switzerland"
47.4020397987198,2009.29765886288,"United States"
55.1959493392257,2009.29765886288,"China"
39.9569832359171,2009.40133779264,"Japan"
29.5797576413837,2009.40133779264,"Germany"
24.1198966960426,2009.40133779264,"Switzerland"
47.447207226273,2009.40133779264,"United States"
55.2408352106118,2009.40133779264,"China"
39.9896691641114,2009.50501672241,"Japan"
29.5774887431756,2009.50501672241,"Germany"
24.1428721876284,2009.50501672241,"Switzerland"
47.4923746538262,2009.50501672241,"United States"
55.285721081998,2009.50501672241,"China"
40.0223550923057,2009.60869565217,"Japan"
29.5752198449676,2009.60869565217,"Germany"
24.1658476792141,2009.60869565217,"Switzerland"
47.5375420813793,2009.60869565217,"United States"
55.3306069533841,2009.60869565217,"China"
40.0550410205,2009.71237458194,"Japan"
29.5729509467595,2009.71237458194,"Germany"
24.1888231707998,2009.71237458194,"Switzerland"
47.5827095089325,2009.71237458194,"United States"
55.3754928247703,2009.71237458194,"China"
40.0877269486943,2009.81605351171,"Japan"
29.5706820485514,2009.81605351171,"Germany"
24.2117986623856,2009.81605351171,"Switzerland"
47.6278769364857,2009.81605351171,"United States"
55.4203786961564,2009.81605351171,"China"
40.1204128768886,2009.91973244147,"Japan"
29.5684131503433,2009.91973244147,"Germany"
24.2347741539713,2009.91973244147,"Switzerland"
47.6730443640389,2009.91973244147,"United States"
55.4652645675426,2009.91973244147,"China"
40.1448202701563,2010.02341137124,"Japan"
29.5660241460015,2010.02341137124,"Germany"
24.2605612084666,2010.02341137124,"Switzerland"
47.7162252434989,2010.02341137124,"United States"
55.4862815730769,2010.02341137124,"China"
40.1408441151047,2010.127090301,"Japan"
29.5632233492008,2010.127090301,"Germany"
24.2959879072235,2010.127090301,"Switzerland"
47.7525951009248,2010.127090301,"United States"
55.4254624671195,2010.127090301,"China"
